time, N, D, A, C
2622 , 17015 , 580 , 115032 , 1250
2623 , 17050 , 584 , 115004 , 1232
2624 , 17103 , 580 , 114955 , 1207
2625 , 17135 , 573 , 114918 , 1204
2626 , 17136 , 581 , 114877 , 1220
2627 , 17175 , 587 , 114817 , 1228
2628 , 17195 , 583 , 114784 , 1221
2629 , 17268 , 571 , 114703 , 1228
2630 , 17256 , 578 , 114669 , 1241
2631 , 17297 , 590 , 114610 , 1238
2632 , 17308 , 592 , 114577 , 1241
2633 , 17296 , 602 , 114542 , 1269
2634 , 17344 , 590 , 114475 , 1281
2635 , 17328 , 602 , 114436 , 1311
2636 , 17341 , 597 , 114395 , 1335
2637 , 17316 , 595 , 114367 , 1383
2638 , 17327 , 590 , 114322 , 1421
2639 , 17282 , 601 , 114338 , 1448
2640 , 17282 , 593 , 114338 , 1456
2641 , 17262 , 593 , 114297 , 1511
2642 , 17201 , 598 , 114289 , 1571
2643 , 17150 , 601 , 114323 , 1593
2644 , 17115 , 612 , 114348 , 1615
2645 , 17071 , 611 , 114409 , 1610
2646 , 17051 , 604 , 114441 , 1614
2647 , 17015 , 590 , 114500 , 1633
2648 , 16992 , 588 , 114503 , 1674
2649 , 16928 , 589 , 114551 , 1697
2650 , 16908 , 595 , 114593 , 1689
2651 , 16919 , 582 , 114572 , 1715
2652 , 16880 , 575 , 114592 , 1738
2653 , 16851 , 565 , 114611 , 1758
2654 , 16832 , 560 , 114621 , 1796
2655 , 16781 , 567 , 114688 , 1776
2656 , 16711 , 570 , 114826 , 1731
2657 , 16713 , 569 , 114899 , 1684
2658 , 16682 , 576 , 114977 , 1665
2659 , 16675 , 571 , 115073 , 1630
2660 , 16642 , 582 , 115143 , 1609
2661 , 16578 , 579 , 115235 , 1603
2662 , 16617 , 562 , 115308 , 1532
2663 , 16574 , 588 , 115338 , 1549
2664 , 16584 , 582 , 115338 , 1548
2665 , 16537 , 589 , 115377 , 1549
2666 , 16581 , 577 , 115381 , 1518
2667 , 16546 , 590 , 115383 , 1542
2668 , 16565 , 581 , 115379 , 1543
2669 , 16535 , 598 , 115359 , 1579
2670 , 16548 , 588 , 115339 , 1602
2671 , 16571 , 588 , 115276 , 1645
2672 , 16549 , 589 , 115262 , 1674
2673 , 16545 , 590 , 115223 , 1729
2674 , 16583 , 599 , 115191 , 1715
2675 , 16612 , 602 , 115171 , 1695
2676 , 16608 , 623 , 115170 , 1672
2677 , 16634 , 617 , 115167 , 1635
2678 , 16683 , 610 , 115148 , 1592
2679 , 16705 , 608 , 115130 , 1573
2680 , 16688 , 635 , 115141 , 1546
2681 , 16715 , 633 , 115140 , 1512
2682 , 16702 , 629 , 115148 , 1500
2683 , 16729 , 638 , 115147 , 1465
2684 , 16742 , 633 , 115146 , 1451
2685 , 16749 , 629 , 115145 , 1456
2686 , 16746 , 628 , 115157 , 1451
2687 , 16772 , 623 , 115156 , 1433
2688 , 16761 , 629 , 115170 , 1428
2689 , 16776 , 628 , 115143 , 1447
2690 , 16776 , 633 , 115120 , 1461
2691 , 16776 , 630 , 115072 , 1498
2692 , 16762 , 611 , 115065 , 1522
2693 , 16741 , 615 , 115084 , 1525
2694 , 16725 , 611 , 115095 , 1538
2695 , 16722 , 606 , 115104 , 1534
2696 , 16734 , 612 , 115138 , 1484
2697 , 16751 , 608 , 115182 , 1435
2698 , 16768 , 594 , 115230 , 1393
2699 , 16770 , 598 , 115232 , 1384
2700 , 16765 , 604 , 115224 , 1399
2701 , 16791 , 615 , 115191 , 1400
2702 , 16834 , 616 , 115129 , 1403
2703 , 16858 , 608 , 115108 , 1394
2704 , 16852 , 615 , 115115 , 1376
2705 , 16881 , 612 , 115087 , 1371
2706 , 16911 , 614 , 115053 , 1359
2707 , 16925 , 618 , 115051 , 1337
2708 , 16988 , 606 , 115029 , 1297
2709 , 17006 , 601 , 115005 , 1295
2710 , 17034 , 603 , 114983 , 1269
2711 , 17069 , 599 , 114948 , 1261
2712 , 17068 , 619 , 114908 , 1276
2713 , 17105 , 621 , 114840 , 1288
2714 , 17074 , 627 , 114807 , 1331
2715 , 17069 , 622 , 114773 , 1365
2716 , 17076 , 606 , 114756 , 1396
2717 , 17075 , 598 , 114759 , 1400
2718 , 17054 , 591 , 114761 , 1434
2719 , 17016 , 597 , 114751 , 1479
2720 , 16998 , 597 , 114765 , 1484
2721 , 17012 , 590 , 114771 , 1467
2722 , 17018 , 582 , 114800 , 1440
2723 , 17016 , 584 , 114828 , 1417
2724 , 17048 , 579 , 114835 , 1380
2725 , 17030 , 588 , 114815 , 1407
2726 , 17001 , 586 , 114851 , 1394
2727 , 17016 , 580 , 114887 , 1365
2728 , 17011 , 578 , 114927 , 1345
2729 , 17015 , 579 , 114929 , 1339
2730 , 17008 , 578 , 114951 , 1319
2731 , 17015 , 582 , 114957 , 1293
2732 , 17004 , 587 , 114931 , 1325
2733 , 17003 , 584 , 114889 , 1377
2734 , 16996 , 589 , 114840 , 1420
2735 , 16953 , 595 , 114853 , 1442
2736 , 16951 , 595 , 114849 , 1446
2737 , 16925 , 600 , 114854 , 1475
2738 , 16909 , 592 , 114885 , 1467
2739 , 16896 , 591 , 114875 , 1512
2740 , 16860 , 604 , 114870 , 1549
2741 , 16846 , 584 , 114939 , 1518
2742 , 16814 , 572 , 115002 , 1514
2743 , 16775 , 570 , 115056 , 1524
2744 , 16758 , 590 , 115094 , 1523
2745 , 16729 , 589 , 115126 , 1531
2746 , 16725 , 584 , 115125 , 1534
2747 , 16690 , 583 , 115135 , 1563
2748 , 16660 , 581 , 115141 , 1600
2749 , 16639 , 582 , 115167 , 1610
2750 , 16639 , 575 , 115147 , 1645
2751 , 16615 , 582 , 115164 , 1651
2752 , 16603 , 580 , 115236 , 1606
2753 , 16569 , 580 , 115242 , 1660
2754 , 16578 , 559 , 115220 , 1703
2755 , 16516 , 564 , 115255 , 1741
2756 , 16491 , 569 , 115264 , 1780
2757 , 16458 , 562 , 115304 , 1780
2758 , 16495 , 548 , 115317 , 1758
2759 , 16441 , 556 , 115389 , 1738
2760 , 16434 , 561 , 115456 , 1697
2761 , 16414 , 557 , 115506 , 1678
2762 , 16411 , 552 , 115542 , 1667
2763 , 16373 , 563 , 115566 , 1687
2764 , 16364 , 554 , 115603 , 1684
2765 , 16370 , 554 , 115609 , 1679
2766 , 16326 , 564 , 115652 , 1674
2767 , 16354 , 567 , 115647 , 1649
2768 , 16390 , 566 , 115623 , 1636
2769 , 16408 , 567 , 115614 , 1614
2770 , 16424 , 556 , 115595 , 1630
2771 , 16455 , 549 , 115598 , 1606
2772 , 16491 , 550 , 115581 , 1577
2773 , 16504 , 557 , 115562 , 1568
2774 , 16535 , 573 , 115525 , 1547
2775 , 16581 , 574 , 115482 , 1523
2776 , 16637 , 582 , 115437 , 1487
2777 , 16658 , 587 , 115392 , 1477
2778 , 16704 , 592 , 115339 , 1461
2779 , 16725 , 608 , 115276 , 1481
2780 , 16781 , 604 , 115216 , 1479
2781 , 16812 , 615 , 115126 , 1505
2782 , 16818 , 632 , 115067 , 1520
2783 , 16860 , 616 , 114998 , 1532
2784 , 16887 , 611 , 114987 , 1503
2785 , 16909 , 611 , 114914 , 1534
2786 , 16891 , 619 , 114863 , 1577
2787 , 16945 , 617 , 114794 , 1578
2788 , 16940 , 630 , 114756 , 1604
2789 , 16952 , 632 , 114710 , 1624
2790 , 16964 , 632 , 114691 , 1614
2791 , 16990 , 632 , 114641 , 1615
2792 , 17032 , 632 , 114584 , 1614
2793 , 16996 , 636 , 114564 , 1637
2794 , 17050 , 619 , 114523 , 1630
2795 , 17062 , 621 , 114502 , 1614
2796 , 17060 , 623 , 114498 , 1612
2797 , 17082 , 620 , 114496 , 1597
2798 , 17079 , 611 , 114487 , 1599
2799 , 17042 , 635 , 114496 , 1602
2800 , 17078 , 628 , 114481 , 1595
2801 , 17079 , 632 , 114490 , 1583
2802 , 17107 , 640 , 114469 , 1565
2803 , 17148 , 647 , 114475 , 1504
2804 , 17129 , 645 , 114490 , 1484
2805 , 17173 , 634 , 114421 , 1516
2806 , 17173 , 627 , 114375 , 1547
2807 , 17197 , 630 , 114320 , 1568
2808 , 17173 , 638 , 114319 , 1577
2809 , 17202 , 645 , 114268 , 1594
2810 , 17202 , 646 , 114261 , 1582
2811 , 17244 , 652 , 114228 , 1564
2812 , 17248 , 667 , 114170 , 1584
2813 , 17274 , 665 , 114099 , 1612
2814 , 17257 , 672 , 114043 , 1664
2815 , 17258 , 669 , 114011 , 1694
2816 , 17257 , 665 , 113984 , 1724
2817 , 17247 , 667 , 113977 , 1738
2818 , 17251 , 666 , 113934 , 1783
2819 , 17217 , 672 , 113968 , 1774
2820 , 17222 , 665 , 113964 , 1783
2821 , 17208 , 669 , 113983 , 1775
2822 , 17207 , 658 , 113994 , 1775
2823 , 17194 , 660 , 114011 , 1765
2824 , 17171 , 661 , 114030 , 1764
2825 , 17174 , 656 , 114044 , 1751
2826 , 17129 , 656 , 114083 , 1764
2827 , 17101 , 653 , 114127 , 1767
2828 , 17088 , 640 , 114148 , 1776
2829 , 17072 , 639 , 114166 , 1790
2830 , 17025 , 649 , 114184 , 1816
2831 , 17003 , 652 , 114196 , 1838
2832 , 16957 , 655 , 114212 , 1887
2833 , 16963 , 647 , 114218 , 1887
2834 , 16957 , 644 , 114242 , 1895
2835 , 16921 , 644 , 114276 , 1902
2836 , 16895 , 654 , 114256 , 1965
2837 , 16889 , 658 , 114278 , 1967
2838 , 16881 , 661 , 114322 , 1933
2839 , 16886 , 658 , 114321 , 1956
2840 , 16880 , 651 , 114353 , 1938
2841 , 16878 , 666 , 114363 , 1917
2842 , 16849 , 667 , 114393 , 1925
2843 , 16890 , 665 , 114408 , 1879
2844 , 16916 , 657 , 114409 , 1857
2845 , 16868 , 659 , 114456 , 1842
2846 , 16900 , 651 , 114481 , 1802
2847 , 16894 , 646 , 114544 , 1748
2848 , 16880 , 652 , 114641 , 1659
2849 , 16907 , 648 , 114730 , 1565
2850 , 16866 , 664 , 114801 , 1529
2851 , 16899 , 671 , 114837 , 1471
2852 , 16916 , 662 , 114835 , 1457
2853 , 16932 , 658 , 114805 , 1457
2854 , 16968 , 648 , 114749 , 1475
2855 , 16943 , 663 , 114723 , 1503
2856 , 16918 , 659 , 114723 , 1537
2857 , 16943 , 632 , 114699 , 1567
2858 , 16891 , 650 , 114715 , 1588
2859 , 16916 , 633 , 114685 , 1625
2860 , 16913 , 644 , 114689 , 1625
2861 , 16886 , 655 , 114702 , 1632
2862 , 16874 , 659 , 114728 , 1621
2863 , 16911 , 658 , 114757 , 1561
2864 , 16910 , 668 , 114796 , 1491
2865 , 16964 , 663 , 114782 , 1451
2866 , 16959 , 650 , 114775 , 1465
2867 , 16920 , 656 , 114775 , 1494
2868 , 16903 , 655 , 114747 , 1549
2869 , 16876 , 643 , 114733 , 1605
2870 , 16846 , 637 , 114694 , 1710
2871 , 16783 , 638 , 114697 , 1788
2872 , 16746 , 617 , 114698 , 1858
2873 , 16693 , 621 , 114700 , 1924
2874 , 16616 , 614 , 114762 , 1963
2875 , 16584 , 612 , 114798 , 2012
2876 , 16541 , 608 , 114892 , 1985
2877 , 16490 , 624 , 114965 , 1972
2878 , 16478 , 619 , 115049 , 1921
2879 , 16436 , 615 , 115145 , 1880
2880 , 16458 , 587 , 115226 , 1811
2881 , 16444 , 590 , 115318 , 1755
2882 , 16471 , 593 , 115378 , 1697
2883 , 16502 , 588 , 115414 , 1651
2884 , 16480 , 601 , 115517 , 1565
2885 , 16522 , 596 , 115536 , 1518
2886 , 16558 , 592 , 115549 , 1464
2887 , 16548 , 616 , 115582 , 1426
2888 , 16607 , 601 , 115582 , 1374
2889 , 16637 , 611 , 115564 , 1340
2890 , 16677 , 602 , 115517 , 1332
2891 , 16669 , 616 , 115471 , 1356
2892 , 16719 , 604 , 115387 , 1379
2893 , 16696 , 627 , 115332 , 1419
2894 , 16704 , 617 , 115291 , 1448
2895 , 16704 , 613 , 115245 , 1474
2896 , 16678 , 619 , 115213 , 1518
2897 , 16660 , 605 , 115216 , 1539
2898 , 16635 , 613 , 115202 , 1580
2899 , 16680 , 609 , 115172 , 1578
2900 , 16626 , 625 , 115177 , 1599
2901 , 16655 , 611 , 115135 , 1613
2902 , 16665 , 608 , 115114 , 1621
2903 , 16661 , 613 , 115119 , 1609
2904 , 16661 , 609 , 115119 , 1607
2905 , 16655 , 634 , 115149 , 1564
2906 , 16685 , 644 , 115132 , 1545
2907 , 16678 , 635 , 115130 , 1556
2908 , 16713 , 644 , 115063 , 1578
2909 , 16753 , 652 , 115006 , 1580
2910 , 16768 , 658 , 114970 , 1602
2911 , 16778 , 668 , 114945 , 1600
2912 , 16796 , 666 , 114929 , 1591
2913 , 16822 , 673 , 114899 , 1581
2914 , 16828 , 688 , 114881 , 1572
2915 , 16856 , 677 , 114850 , 1581
2916 , 16830 , 692 , 114850 , 1584
2917 , 16869 , 690 , 114801 , 1573
2918 , 16862 , 686 , 114779 , 1584
2919 , 16869 , 658 , 114764 , 1602
2920 , 16791 , 653 , 114822 , 1623
2921 , 16790 , 651 , 114894 , 1585
2922 , 16788 , 663 , 114905 , 1586
2923 , 16770 , 659 , 114933 , 1588
2924 , 16808 , 652 , 114892 , 1618
2925 , 16809 , 670 , 114866 , 1601
2926 , 16829 , 651 , 114857 , 1598
2927 , 16842 , 667 , 114807 , 1611
2928 , 16869 , 659 , 114698 , 1687
2929 , 16823 , 665 , 114688 , 1720
2930 , 16849 , 650 , 114663 , 1732
2931 , 16863 , 638 , 114661 , 1699
2932 , 16862 , 637 , 114645 , 1722
2933 , 16816 , 641 , 114646 , 1766
2934 , 16812 , 648 , 114636 , 1775
2935 , 16800 , 637 , 114694 , 1738
2936 , 16802 , 632 , 114752 , 1708
2937 , 16803 , 631 , 114760 , 1709
2938 , 16809 , 638 , 114736 , 1726
2939 , 16808 , 653 , 114739 , 1707
2940 , 16847 , 634 , 114696 , 1713
2941 , 16839 , 652 , 114649 , 1732
2942 , 16860 , 639 , 114572 , 1800
2943 , 16797 , 648 , 114557 , 1867
2944 , 16847 , 628 , 114541 , 1855
2945 , 16830 , 627 , 114541 , 1874
2946 , 16866 , 641 , 114533 , 1852
2947 , 16836 , 634 , 114570 , 1859
2948 , 16836 , 642 , 114562 , 1862
2949 , 16824 , 645 , 114572 , 1864
2950 , 16824 , 647 , 114623 , 1805
2951 , 16849 , 651 , 114666 , 1721
2952 , 16855 , 666 , 114684 , 1687
2953 , 16904 , 651 , 114632 , 1691
2954 , 16867 , 664 , 114621 , 1717
2955 , 16886 , 652 , 114589 , 1725
2956 , 16857 , 664 , 114601 , 1723
2957 , 16825 , 656 , 114594 , 1763
2958 , 16812 , 655 , 114608 , 1766
2959 , 16830 , 633 , 114605 , 1775
2960 , 16789 , 645 , 114616 , 1808
2961 , 16733 , 636 , 114664 , 1839
2962 , 16702 , 637 , 114683 , 1870
2963 , 16669 , 634 , 114711 , 1886
2964 , 16680 , 643 , 114742 , 1853
2965 , 16647 , 641 , 114814 , 1822
2966 , 16600 , 629 , 114898 , 1804
2967 , 16609 , 615 , 114995 , 1732
2968 , 16612 , 624 , 115061 , 1672
2969 , 16605 , 628 , 115131 , 1616
2970 , 16619 , 618 , 115179 , 1568
2971 , 16638 , 618 , 115211 , 1522
2972 , 16649 , 632 , 115238 , 1482
2973 , 16644 , 646 , 115263 , 1469
2974 , 16653 , 641 , 115251 , 1491
2975 , 16658 , 651 , 115229 , 1489
2976 , 16636 , 656 , 115236 , 1512
2977 , 16662 , 652 , 115206 , 1501
2978 , 16670 , 647 , 115225 , 1462
2979 , 16712 , 661 , 115213 , 1417
2980 , 16756 , 657 , 115183 , 1391
2981 , 16772 , 677 , 115125 , 1398
2982 , 16825 , 667 , 115072 , 1388
2983 , 16826 , 673 , 115020 , 1415
2984 , 16879 , 676 , 114933 , 1434
2985 , 16871 , 676 , 114867 , 1485
2986 , 16895 , 695 , 114789 , 1504
2987 , 16969 , 672 , 114696 , 1510
2988 , 16972 , 683 , 114670 , 1491
2989 , 17079 , 690 , 114597 , 1440
2990 , 17092 , 701 , 114531 , 1446
2991 , 17138 , 698 , 114473 , 1436
2992 , 17184 , 696 , 114413 , 1424
2993 , 17231 , 723 , 114342 , 1398
2994 , 17264 , 741 , 114271 , 1393
2995 , 17339 , 739 , 114157 , 1397
2996 , 17359 , 760 , 114078 , 1412
2997 , 17373 , 762 , 113966 , 1482
2998 , 17324 , 786 , 113882 , 1576
2999 , 17372 , 759 , 113816 , 1613
3000 , 17344 , 765 , 113780 , 1650
3001 , 17387 , 770 , 113692 , 1695
3002 , 17393 , 747 , 113610 , 1775
3003 , 17353 , 745 , 113593 , 1835
3004 , 17314 , 739 , 113569 , 1921
3005 , 17325 , 736 , 113546 , 1971
3006 , 17303 , 729 , 113525 , 2016
3007 , 17220 , 729 , 113563 , 2045
3008 , 17179 , 717 , 113608 , 2065
3009 , 17160 , 696 , 113721 , 2007
3010 , 17070 , 703 , 113808 , 2028
3011 , 17025 , 708 , 113893 , 2018
3012 , 17033 , 681 , 113929 , 2015
3013 , 16984 , 692 , 114020 , 1976
3014 , 17033 , 662 , 114066 , 1911
3015 , 16953 , 664 , 114149 , 1925
3016 , 16851 , 659 , 114238 , 1958
3017 , 16837 , 648 , 114280 , 1960
3018 , 16754 , 623 , 114379 , 1990
3019 , 16733 , 604 , 114446 , 2005
3020 , 16668 , 604 , 114520 , 2026
3021 , 16654 , 579 , 114609 , 2015
3022 , 16601 , 579 , 114672 , 2031
3023 , 16577 , 579 , 114756 , 1999
3024 , 16541 , 591 , 114829 , 1985
3025 , 16525 , 593 , 114924 , 1926
3026 , 16473 , 597 , 114988 , 1930
3027 , 16490 , 591 , 115064 , 1859
3028 , 16476 , 593 , 115183 , 1778
3029 , 16506 , 589 , 115304 , 1651
3030 , 16528 , 595 , 115412 , 1526
3031 , 16557 , 593 , 115489 , 1442
3032 , 16605 , 598 , 115529 , 1342
3033 , 16632 , 608 , 115530 , 1311
3034 , 16640 , 616 , 115548 , 1284
3035 , 16684 , 615 , 115506 , 1284
3036 , 16706 , 636 , 115451 , 1297
3037 , 16743 , 648 , 115343 , 1339
3038 , 16767 , 627 , 115238 , 1398
3039 , 16744 , 627 , 115170 , 1462
3040 , 16742 , 624 , 115128 , 1501
3041 , 16784 , 624 , 115049 , 1533
3042 , 16772 , 640 , 114987 , 1574
3043 , 16816 , 649 , 114932 , 1568
3044 , 16826 , 656 , 114893 , 1582
3045 , 16847 , 660 , 114856 , 1579
3046 , 16902 , 658 , 114779 , 1588
3047 , 16928 , 669 , 114704 , 1602
3048 , 16924 , 681 , 114664 , 1625
3049 , 16962 , 671 , 114589 , 1654
3050 , 16947 , 673 , 114541 , 1693
3051 , 16958 , 664 , 114528 , 1687
3052 , 16953 , 660 , 114551 , 1674
3053 , 16984 , 655 , 114535 , 1650
3054 , 16996 , 654 , 114546 , 1617
3055 , 17012 , 654 , 114553 , 1590
3056 , 17002 , 665 , 114547 , 1584
3057 , 17085 , 649 , 114505 , 1552
3058 , 17074 , 659 , 114494 , 1541
3059 , 17098 , 666 , 114463 , 1537
3060 , 17099 , 664 , 114452 , 1533
3061 , 17096 , 678 , 114433 , 1555
3062 , 17067 , 686 , 114430 , 1586
3063 , 17063 , 690 , 114420 , 1583
3064 , 17070 , 694 , 114396 , 1583
3065 , 17074 , 697 , 114349 , 1613
3066 , 17062 , 698 , 114320 , 1633
3067 , 17085 , 665 , 114298 , 1639
3068 , 17076 , 656 , 114259 , 1689
3069 , 17043 , 636 , 114284 , 1697
3070 , 17005 , 629 , 114304 , 1744
3071 , 16997 , 631 , 114350 , 1731
3072 , 16943 , 636 , 114406 , 1744
3073 , 16981 , 628 , 114374 , 1762
3074 , 16923 , 635 , 114394 , 1794
3075 , 16892 , 630 , 114401 , 1824
3076 , 16914 , 609 , 114406 , 1837
3077 , 16856 , 603 , 114427 , 1885
3078 , 16798 , 596 , 114464 , 1940
3079 , 16780 , 601 , 114490 , 1965
3080 , 16730 , 627 , 114526 , 1982
3081 , 16719 , 617 , 114578 , 1956
3082 , 16765 , 609 , 114555 , 1943
3083 , 16749 , 608 , 114594 , 1917
3084 , 16773 , 604 , 114626 , 1874
3085 , 16788 , 592 , 114641 , 1871
3086 , 16733 , 600 , 114706 , 1881
3087 , 16778 , 592 , 114705 , 1847
3088 , 16788 , 600 , 114735 , 1794
3089 , 16796 , 583 , 114755 , 1781
3090 , 16807 , 589 , 114782 , 1755
3091 , 16818 , 594 , 114794 , 1741
3092 , 16835 , 588 , 114779 , 1737
3093 , 16827 , 588 , 114842 , 1677
3094 , 16875 , 603 , 114896 , 1576
3095 , 16912 , 617 , 114922 , 1500
3096 , 16932 , 616 , 114896 , 1495
3097 , 16965 , 606 , 114858 , 1491
3098 , 16930 , 627 , 114864 , 1491
3099 , 16968 , 629 , 114810 , 1510
3100 , 16936 , 626 , 114826 , 1506
3101 , 16974 , 627 , 114805 , 1484
3102 , 16960 , 625 , 114846 , 1446
3103 , 16980 , 624 , 114835 , 1444
3104 , 16991 , 634 , 114811 , 1457
3105 , 16963 , 632 , 114804 , 1482
3106 , 16981 , 617 , 114800 , 1492
3107 , 16951 , 629 , 114810 , 1501
3108 , 16939 , 632 , 114805 , 1523
3109 , 16957 , 631 , 114774 , 1529
3110 , 16977 , 631 , 114775 , 1492
3111 , 16985 , 635 , 114780 , 1466
3112 , 16977 , 634 , 114749 , 1494
3113 , 16960 , 624 , 114739 , 1538
3114 , 16956 , 620 , 114712 , 1587
3115 , 16975 , 613 , 114661 , 1627
3116 , 16915 , 619 , 114665 , 1675
3117 , 16942 , 613 , 114647 , 1677
3118 , 16934 , 600 , 114642 , 1697
3119 , 16902 , 588 , 114711 , 1683
3120 , 16844 , 598 , 114787 , 1679
3121 , 16840 , 591 , 114848 , 1637
3122 , 16815 , 588 , 114891 , 1645
3123 , 16814 , 592 , 114935 , 1616
3124 , 16794 , 597 , 114980 , 1594
3125 , 16847 , 585 , 115004 , 1536
3126 , 16834 , 599 , 115030 , 1516
3127 , 16902 , 587 , 115004 , 1488
3128 , 16907 , 584 , 115024 , 1453
3129 , 16902 , 576 , 115028 , 1462
3130 , 16867 , 583 , 115046 , 1476
3131 , 16869 , 579 , 115042 , 1483
3132 , 16852 , 592 , 115022 , 1512
3133 , 16868 , 593 , 114974 , 1542
3134 , 16891 , 599 , 114927 , 1565
3135 , 16895 , 607 , 114882 , 1589
3136 , 16902 , 609 , 114869 , 1576
3137 , 16904 , 606 , 114906 , 1531
3138 , 16927 , 614 , 114933 , 1472
3139 , 16942 , 616 , 114967 , 1430
3140 , 16978 , 614 , 114942 , 1424
3141 , 16991 , 627 , 114939 , 1417
3142 , 17036 , 624 , 114913 , 1392
3143 , 17034 , 647 , 114862 , 1420
3144 , 17080 , 636 , 114830 , 1405
3145 , 17066 , 637 , 114837 , 1402
3146 , 17101 , 628 , 114778 , 1427
3147 , 17097 , 633 , 114707 , 1490
3148 , 17116 , 617 , 114654 , 1521
3149 , 17123 , 618 , 114651 , 1511
3150 , 17143 , 609 , 114630 , 1501
3151 , 17102 , 606 , 114628 , 1550
3152 , 17094 , 609 , 114593 , 1599
3153 , 17070 , 625 , 114582 , 1625
3154 , 17058 , 615 , 114568 , 1655
3155 , 17059 , 611 , 114545 , 1688
3156 , 17066 , 612 , 114536 , 1691
3157 , 17059 , 616 , 114557 , 1688
3158 , 17089 , 613 , 114568 , 1645
3159 , 17088 , 618 , 114616 , 1608
3160 , 17092 , 639 , 114652 , 1546
3161 , 17138 , 650 , 114665 , 1480
3162 , 17165 , 644 , 114696 , 1412
3163 , 17162 , 627 , 114723 , 1377
3164 , 17225 , 642 , 114737 , 1276
3165 , 17258 , 636 , 114736 , 1232
3166 , 17284 , 648 , 114739 , 1184
3167 , 17361 , 648 , 114685 , 1138
3168 , 17352 , 663 , 114639 , 1151
3169 , 17456 , 660 , 114492 , 1184
3170 , 17438 , 673 , 114438 , 1212
3171 , 17497 , 680 , 114328 , 1234
3172 , 17555 , 679 , 114224 , 1248
3173 , 17618 , 690 , 114143 , 1220
3174 , 17649 , 705 , 114068 , 1217
3175 , 17719 , 707 , 113972 , 1222
3176 , 17762 , 704 , 113870 , 1227
3177 , 17804 , 706 , 113805 , 1206
3178 , 17842 , 718 , 113728 , 1193
3179 , 17875 , 734 , 113657 , 1177
3180 , 17968 , 727 , 113548 , 1166
3181 , 18012 , 732 , 113460 , 1168
3182 , 18055 , 737 , 113372 , 1170
3183 , 18090 , 739 , 113267 , 1198
3184 , 18114 , 737 , 113144 , 1257
3185 , 18153 , 749 , 113009 , 1306
3186 , 18162 , 750 , 112898 , 1370
3187 , 18192 , 731 , 112802 , 1414
3188 , 18173 , 765 , 112764 , 1422
3189 , 18220 , 751 , 112694 , 1440
3190 , 18199 , 755 , 112664 , 1464
3191 , 18178 , 756 , 112629 , 1500
3192 , 18180 , 740 , 112604 , 1536
3193 , 18141 , 742 , 112560 , 1603
3194 , 18090 , 734 , 112527 , 1703
3195 , 18018 , 719 , 112529 , 1802
3196 , 17960 , 714 , 112537 , 1872
3197 , 17911 , 706 , 112526 , 1963
3198 , 17840 , 709 , 112523 , 2063
3199 , 17766 , 687 , 112544 , 2158
3200 , 17691 , 684 , 112596 , 2229
3201 , 17631 , 680 , 112646 , 2282
3202 , 17547 , 683 , 112737 , 2314
3203 , 17488 , 678 , 112899 , 2263
3204 , 17411 , 687 , 113055 , 2209
3205 , 17370 , 668 , 113192 , 2166
3206 , 17278 , 672 , 113413 , 2059
3207 , 17274 , 665 , 113528 , 2011
3208 , 17215 , 658 , 113620 , 2017
3209 , 17209 , 644 , 113697 , 1991
3210 , 17136 , 647 , 113781 , 2010
3211 , 17135 , 640 , 113896 , 1925
3212 , 17109 , 656 , 113996 , 1850
3213 , 17107 , 649 , 114054 , 1819
3214 , 17095 , 653 , 114110 , 1777
3215 , 17091 , 654 , 114166 , 1747
3216 , 17092 , 650 , 114215 , 1705
3217 , 17131 , 649 , 114242 , 1650
3218 , 17125 , 649 , 114279 , 1631
3219 , 17079 , 646 , 114359 , 1600
3220 , 17105 , 627 , 114407 , 1547
3221 , 17067 , 631 , 114469 , 1544
3222 , 17058 , 625 , 114490 , 1560
3223 , 17052 , 612 , 114530 , 1537
3224 , 17022 , 619 , 114563 , 1553
3225 , 17006 , 618 , 114572 , 1563
3226 , 16959 , 615 , 114596 , 1607
3227 , 16946 , 617 , 114603 , 1627
3228 , 16951 , 625 , 114580 , 1646
3229 , 16900 , 632 , 114585 , 1685
3230 , 16897 , 615 , 114586 , 1713
3231 , 16863 , 631 , 114624 , 1700
3232 , 16857 , 626 , 114659 , 1683
3233 , 16859 , 625 , 114698 , 1640
3234 , 16862 , 627 , 114727 , 1608
3235 , 16899 , 627 , 114715 , 1584
3236 , 16915 , 631 , 114745 , 1524
3237 , 16945 , 625 , 114741 , 1482
3238 , 17004 , 616 , 114731 , 1430
3239 , 16979 , 623 , 114735 , 1430
3240 , 16981 , 634 , 114714 , 1427
3241 , 16961 , 641 , 114723 , 1420
3242 , 16973 , 640 , 114700 , 1427
3243 , 16968 , 626 , 114690 , 1446
3244 , 16955 , 645 , 114680 , 1458
3245 , 16944 , 643 , 114704 , 1453
3246 , 16971 , 617 , 114701 , 1455
3247 , 16938 , 638 , 114644 , 1516
3248 , 16942 , 633 , 114587 , 1558
3249 , 16908 , 633 , 114559 , 1612
3250 , 16908 , 631 , 114552 , 1630
3251 , 16915 , 635 , 114568 , 1609
3252 , 16926 , 632 , 114581 , 1586
3253 , 16919 , 636 , 114578 , 1605
3254 , 16941 , 624 , 114590 , 1575
3255 , 16955 , 637 , 114574 , 1552
3256 , 16927 , 625 , 114608 , 1547
