time, N, D, A, C
1350 , 16452 , 496 , 115991 , 1177
1351 , 16450 , 491 , 115970 , 1214
1352 , 16434 , 495 , 115980 , 1220
1353 , 16435 , 494 , 115972 , 1231
1354 , 16414 , 493 , 115974 , 1249
1355 , 16379 , 497 , 116003 , 1255
1356 , 16368 , 490 , 116006 , 1276
1357 , 16352 , 492 , 116080 , 1217
1358 , 16334 , 491 , 116135 , 1196
1359 , 16333 , 487 , 116168 , 1182
1360 , 16329 , 483 , 116193 , 1173
1361 , 16286 , 489 , 116257 , 1165
1362 , 16292 , 487 , 116301 , 1131
1363 , 16284 , 488 , 116312 , 1135
1364 , 16259 , 484 , 116336 , 1145
1365 , 16237 , 487 , 116382 , 1132
1366 , 16245 , 489 , 116393 , 1119
1367 , 16236 , 488 , 116419 , 1113
1368 , 16224 , 491 , 116432 , 1121
1369 , 16220 , 488 , 116450 , 1111
1370 , 16226 , 485 , 116479 , 1088
1371 , 16227 , 490 , 116496 , 1071
1372 , 16246 , 483 , 116510 , 1054
1373 , 16219 , 486 , 116524 , 1077
1374 , 16224 , 496 , 116530 , 1072
1375 , 16230 , 492 , 116537 , 1061
1376 , 16245 , 489 , 116559 , 1034
1377 , 16256 , 492 , 116559 , 1024
1378 , 16261 , 492 , 116559 , 1018
1379 , 16273 , 493 , 116567 , 994
1380 , 16291 , 494 , 116568 , 973
1381 , 16284 , 491 , 116573 , 973
1382 , 16294 , 494 , 116570 , 972
1383 , 16299 , 493 , 116552 , 980
1384 , 16288 , 505 , 116555 , 981
1385 , 16312 , 501 , 116512 , 1001
1386 , 16312 , 504 , 116494 , 1009
1387 , 16285 , 510 , 116501 , 1015
1388 , 16315 , 505 , 116474 , 1012
1389 , 16314 , 504 , 116468 , 1006
1390 , 16326 , 510 , 116451 , 1001
1391 , 16334 , 506 , 116416 , 1017
1392 , 16343 , 509 , 116370 , 1036
1393 , 16319 , 513 , 116353 , 1064
1394 , 16317 , 504 , 116330 , 1094
1395 , 16281 , 514 , 116339 , 1110
1396 , 16294 , 500 , 116335 , 1107
1397 , 16277 , 494 , 116345 , 1117
1398 , 16277 , 493 , 116374 , 1093
1399 , 16259 , 498 , 116400 , 1082
1400 , 16275 , 486 , 116409 , 1071
1401 , 16257 , 487 , 116440 , 1059
1402 , 16272 , 485 , 116433 , 1059
1403 , 16267 , 486 , 116424 , 1073
1404 , 16269 , 482 , 116404 , 1094
1405 , 16275 , 476 , 116393 , 1103
1406 , 16267 , 472 , 116402 , 1099
1407 , 16243 , 478 , 116406 , 1116
1408 , 16237 , 477 , 116405 , 1130
1409 , 16210 , 486 , 116422 , 1137
1410 , 16189 , 481 , 116453 , 1142
1411 , 16186 , 480 , 116467 , 1144
1412 , 16168 , 482 , 116486 , 1155
1413 , 16174 , 477 , 116497 , 1151
1414 , 16147 , 480 , 116528 , 1143
1415 , 16162 , 469 , 116575 , 1094
1416 , 16142 , 475 , 116642 , 1058
1417 , 16151 , 473 , 116666 , 1032
1418 , 16142 , 479 , 116702 , 1003
1419 , 16157 , 476 , 116695 , 1002
1420 , 16164 , 473 , 116681 , 1015
1421 , 16152 , 476 , 116672 , 1035
1422 , 16164 , 477 , 116655 , 1041
1423 , 16148 , 479 , 116647 , 1065
1424 , 16148 , 476 , 116641 , 1077
1425 , 16143 , 473 , 116649 , 1074
1426 , 16140 , 471 , 116651 , 1076
1427 , 16133 , 475 , 116647 , 1085
1428 , 16119 , 480 , 116672 , 1073
1429 , 16119 , 481 , 116661 , 1085
1430 , 16118 , 475 , 116668 , 1083
1431 , 16112 , 477 , 116670 , 1090
1432 , 16088 , 480 , 116701 , 1082
1433 , 16081 , 481 , 116710 , 1092
1434 , 16097 , 477 , 116728 , 1074
1435 , 16099 , 475 , 116733 , 1077
1436 , 16095 , 474 , 116727 , 1088
1437 , 16063 , 482 , 116743 , 1105
1438 , 16058 , 476 , 116746 , 1114
1439 , 16051 , 482 , 116762 , 1108
1440 , 16057 , 475 , 116760 , 1113
1441 , 16051 , 477 , 116781 , 1101
1442 , 16065 , 472 , 116807 , 1072
1443 , 16041 , 480 , 116817 , 1085
1444 , 16051 , 473 , 116822 , 1084
1445 , 16035 , 477 , 116833 , 1094
1446 , 16037 , 475 , 116850 , 1072
1447 , 16016 , 477 , 116869 , 1081
1448 , 16018 , 474 , 116878 , 1073
1449 , 15992 , 480 , 116892 , 1081
1450 , 15985 , 476 , 116922 , 1071
1451 , 15988 , 473 , 116915 , 1080
1452 , 16005 , 463 , 116910 , 1071
1453 , 15986 , 465 , 116920 , 1078
1454 , 15982 , 456 , 116948 , 1064
1455 , 15986 , 458 , 116965 , 1042
1456 , 16005 , 458 , 116962 , 1035
1457 , 15990 , 455 , 116975 , 1033
1458 , 15989 , 451 , 116977 , 1044
1459 , 15983 , 452 , 116984 , 1046
1460 , 15995 , 448 , 116988 , 1041
1461 , 15979 , 453 , 117003 , 1038
1462 , 15980 , 450 , 117008 , 1045
1463 , 15988 , 454 , 117005 , 1036
1464 , 15967 , 460 , 117014 , 1044
1465 , 15966 , 458 , 117014 , 1048
1466 , 15987 , 458 , 117014 , 1026
1467 , 15977 , 462 , 117027 , 1018
1468 , 15975 , 461 , 117051 , 1000
1469 , 15982 , 455 , 117043 , 1014
1470 , 15979 , 464 , 117059 , 990
1471 , 15984 , 459 , 117061 , 994
1472 , 15988 , 464 , 117056 , 999
1473 , 16000 , 463 , 117049 , 997
1474 , 16001 , 463 , 117041 , 1003
1475 , 16014 , 459 , 117029 , 999
1476 , 16011 , 461 , 117015 , 1013
1477 , 16022 , 462 , 117004 , 1008
1478 , 16031 , 464 , 117003 , 1001
1479 , 16034 , 469 , 116996 , 1005
1480 , 16049 , 476 , 116985 , 998
1481 , 16048 , 480 , 116978 , 1000
1482 , 16048 , 479 , 116965 , 1012
1483 , 16070 , 480 , 116951 , 998
1484 , 16086 , 480 , 116937 , 987
1485 , 16083 , 487 , 116955 , 958
1486 , 16111 , 485 , 116936 , 949
1487 , 16115 , 484 , 116922 , 952
1488 , 16096 , 484 , 116909 , 983
1489 , 16091 , 492 , 116880 , 1008
1490 , 16083 , 486 , 116860 , 1042
1491 , 16071 , 484 , 116858 , 1053
1492 , 16067 , 484 , 116855 , 1067
1493 , 16058 , 491 , 116847 , 1081
1494 , 16023 , 491 , 116860 , 1102
1495 , 16019 , 492 , 116874 , 1092
1496 , 16013 , 496 , 116879 , 1092
1497 , 16012 , 499 , 116881 , 1090
1498 , 16018 , 495 , 116901 , 1081
1499 , 16034 , 487 , 116920 , 1056
1500 , 16032 , 492 , 116946 , 1042
1501 , 16047 , 493 , 116951 , 1022
1502 , 16077 , 491 , 116952 , 992
1503 , 16078 , 512 , 116930 , 994
1504 , 16104 , 499 , 116914 , 986
1505 , 16093 , 505 , 116902 , 1006
1506 , 16123 , 509 , 116874 , 1008
1507 , 16098 , 518 , 116866 , 1031
1508 , 16143 , 513 , 116832 , 1031
1509 , 16145 , 507 , 116805 , 1054
1510 , 16147 , 513 , 116793 , 1049
1511 , 16170 , 511 , 116784 , 1035
1512 , 16190 , 516 , 116757 , 1030
1513 , 16199 , 518 , 116734 , 1030
1514 , 16217 , 530 , 116709 , 1019
1515 , 16237 , 539 , 116668 , 1032
1516 , 16271 , 539 , 116626 , 1025
1517 , 16262 , 535 , 116605 , 1032
1518 , 16285 , 539 , 116587 , 1008
1519 , 16311 , 541 , 116557 , 990
1520 , 16354 , 535 , 116551 , 943
1521 , 16381 , 535 , 116499 , 950
1522 , 16386 , 540 , 116457 , 965
1523 , 16400 , 532 , 116412 , 991
1524 , 16404 , 527 , 116396 , 1008
1525 , 16391 , 526 , 116386 , 1025
1526 , 16399 , 530 , 116378 , 1023
1527 , 16426 , 521 , 116360 , 1012
1528 , 16420 , 528 , 116357 , 1018
1529 , 16447 , 515 , 116318 , 1034
1530 , 16441 , 529 , 116287 , 1055
1531 , 16472 , 528 , 116260 , 1044
1532 , 16479 , 528 , 116254 , 1025
1533 , 16506 , 521 , 116233 , 1006
1534 , 16492 , 536 , 116216 , 1010
1535 , 16497 , 537 , 116193 , 1015
1536 , 16524 , 529 , 116158 , 1020
1537 , 16517 , 530 , 116141 , 1043
1538 , 16512 , 527 , 116112 , 1082
1539 , 16469 , 518 , 116094 , 1144
1540 , 16449 , 516 , 116082 , 1188
1541 , 16424 , 511 , 116117 , 1196
1542 , 16436 , 510 , 116126 , 1200
1543 , 16411 , 519 , 116142 , 1209
1544 , 16424 , 513 , 116154 , 1198
1545 , 16414 , 514 , 116187 , 1182
1546 , 16415 , 522 , 116178 , 1192
1547 , 16425 , 517 , 116172 , 1194
1548 , 16431 , 523 , 116184 , 1171
1549 , 16427 , 520 , 116201 , 1152
1550 , 16443 , 516 , 116207 , 1143
1551 , 16421 , 527 , 116238 , 1123
1552 , 16463 , 529 , 116228 , 1101
1553 , 16439 , 544 , 116241 , 1089
1554 , 16468 , 538 , 116217 , 1083
1555 , 16490 , 547 , 116180 , 1079
1556 , 16500 , 547 , 116153 , 1083
1557 , 16492 , 545 , 116139 , 1100
1558 , 16474 , 553 , 116110 , 1134
1559 , 16488 , 547 , 116064 , 1163
1560 , 16454 , 562 , 116058 , 1181
1561 , 16476 , 554 , 116046 , 1179
1562 , 16441 , 572 , 116058 , 1187
1563 , 16425 , 576 , 116063 , 1201
1564 , 16450 , 565 , 116089 , 1163
1565 , 16456 , 557 , 116093 , 1143
1566 , 16437 , 549 , 116136 , 1117
1567 , 16446 , 553 , 116132 , 1113
1568 , 16437 , 558 , 116118 , 1125
1569 , 16429 , 557 , 116106 , 1146
1570 , 16431 , 556 , 116085 , 1163
1571 , 16424 , 559 , 116075 , 1191
1572 , 16425 , 564 , 116077 , 1183
1573 , 16427 , 566 , 116052 , 1202
1574 , 16439 , 574 , 116033 , 1204
1575 , 16471 , 578 , 116002 , 1194
1576 , 16504 , 566 , 115990 , 1171
1577 , 16510 , 565 , 115971 , 1181
1578 , 16512 , 580 , 115962 , 1168
1579 , 16551 , 581 , 115914 , 1160
1580 , 16567 , 581 , 115883 , 1153
1581 , 16599 , 572 , 115844 , 1168
1582 , 16596 , 577 , 115793 , 1214
1583 , 16627 , 568 , 115750 , 1214
1584 , 16606 , 581 , 115726 , 1237
1585 , 16654 , 567 , 115667 , 1248
1586 , 16619 , 592 , 115640 , 1275
1587 , 16650 , 580 , 115589 , 1291
1588 , 16668 , 579 , 115560 , 1291
1589 , 16672 , 584 , 115531 , 1316
1590 , 16673 , 594 , 115499 , 1333
1591 , 16709 , 594 , 115456 , 1349
1592 , 16719 , 603 , 115426 , 1353
1593 , 16721 , 608 , 115399 , 1355
1594 , 16715 , 606 , 115386 , 1362
1595 , 16721 , 605 , 115354 , 1378
1596 , 16720 , 615 , 115348 , 1371
1597 , 16715 , 612 , 115304 , 1414
1598 , 16728 , 607 , 115260 , 1444
1599 , 16666 , 604 , 115251 , 1495
1600 , 16641 , 590 , 115253 , 1534
1601 , 16577 , 595 , 115275 , 1585
1602 , 16562 , 589 , 115337 , 1566
1603 , 16528 , 594 , 115361 , 1603
1604 , 16485 , 599 , 115422 , 1597
1605 , 16488 , 588 , 115467 , 1571
1606 , 16512 , 582 , 115471 , 1552
1607 , 16499 , 597 , 115510 , 1515
1608 , 16491 , 592 , 115558 , 1484
1609 , 16500 , 591 , 115594 , 1449
1610 , 16512 , 596 , 115649 , 1389
1611 , 16533 , 582 , 115653 , 1371
1612 , 16532 , 590 , 115676 , 1331
1613 , 16522 , 584 , 115740 , 1293
1614 , 16559 , 567 , 115748 , 1275
1615 , 16545 , 572 , 115815 , 1217
1616 , 16584 , 561 , 115799 , 1206
1617 , 16568 , 566 , 115829 , 1191
1618 , 16616 , 558 , 115820 , 1153
1619 , 16621 , 558 , 115809 , 1152
1620 , 16637 , 558 , 115781 , 1156
1621 , 16632 , 565 , 115762 , 1171
1622 , 16647 , 574 , 115740 , 1165
1623 , 16673 , 579 , 115719 , 1151
1624 , 16727 , 575 , 115710 , 1107
1625 , 16738 , 588 , 115719 , 1059
1626 , 16779 , 594 , 115677 , 1049
1627 , 16828 , 616 , 115653 , 986
1628 , 16896 , 615 , 115570 , 981
1629 , 16953 , 628 , 115500 , 962
1630 , 17025 , 632 , 115374 , 967
1631 , 17114 , 631 , 115243 , 975
1632 , 17141 , 634 , 115153 , 989
1633 , 17166 , 652 , 115071 , 1007
1634 , 17206 , 657 , 114990 , 1011
1635 , 17268 , 644 , 114899 , 1003
1636 , 17299 , 640 , 114817 , 1026
1637 , 17330 , 654 , 114734 , 1051
1638 , 17346 , 670 , 114672 , 1058
1639 , 17343 , 676 , 114585 , 1111
1640 , 17379 , 668 , 114494 , 1157
1641 , 17354 , 664 , 114441 , 1222
1642 , 17344 , 660 , 114359 , 1307
1643 , 17308 , 660 , 114344 , 1351
1644 , 17282 , 666 , 114289 , 1434
1645 , 17269 , 667 , 114249 , 1482
1646 , 17200 , 668 , 114226 , 1572
1647 , 17141 , 670 , 114223 , 1636
1648 , 17174 , 661 , 114163 , 1688
1649 , 17123 , 657 , 114148 , 1754
1650 , 17070 , 660 , 114137 , 1836
1651 , 17084 , 644 , 114131 , 1848
1652 , 17025 , 645 , 114142 , 1908
1653 , 17002 , 644 , 114129 , 1974
1654 , 16956 , 642 , 114164 , 1990
1655 , 16928 , 642 , 114222 , 1967
1656 , 16907 , 652 , 114308 , 1902
1657 , 16929 , 652 , 114389 , 1826
1658 , 16913 , 647 , 114477 , 1757
1659 , 16926 , 653 , 114503 , 1723
1660 , 16946 , 647 , 114560 , 1650
1661 , 16956 , 648 , 114624 , 1587
1662 , 17002 , 649 , 114623 , 1554
1663 , 16994 , 661 , 114654 , 1526
1664 , 16995 , 651 , 114681 , 1489
1665 , 16995 , 648 , 114750 , 1420
1666 , 17001 , 644 , 114757 , 1414
1667 , 16990 , 638 , 114746 , 1446
1668 , 16955 , 635 , 114753 , 1490
1669 , 16947 , 629 , 114736 , 1534
1670 , 16909 , 621 , 114762 , 1563
1671 , 16908 , 627 , 114748 , 1583
1672 , 16890 , 618 , 114762 , 1593
1673 , 16894 , 620 , 114794 , 1568
1674 , 16882 , 626 , 114829 , 1568
1675 , 16937 , 617 , 114793 , 1583
1676 , 16900 , 632 , 114785 , 1603
1677 , 16919 , 627 , 114743 , 1638
1678 , 16920 , 628 , 114709 , 1662
1679 , 16906 , 633 , 114724 , 1646
1680 , 16902 , 631 , 114715 , 1657
1681 , 16921 , 626 , 114749 , 1620
1682 , 16933 , 632 , 114760 , 1586
1683 , 16936 , 633 , 114816 , 1535
1684 , 16957 , 637 , 114796 , 1530
1685 , 16981 , 636 , 114793 , 1499
1686 , 16973 , 628 , 114828 , 1473
1687 , 16983 , 633 , 114805 , 1490
1688 , 17018 , 642 , 114769 , 1484
1689 , 17024 , 661 , 114767 , 1456
1690 , 17066 , 650 , 114712 , 1451
1691 , 17101 , 643 , 114658 , 1470
1692 , 17084 , 674 , 114625 , 1488
1693 , 17176 , 670 , 114570 , 1430
1694 , 17155 , 670 , 114529 , 1461
1695 , 17190 , 660 , 114475 , 1486
1696 , 17163 , 672 , 114418 , 1541
1697 , 17178 , 664 , 114365 , 1586
1698 , 17156 , 679 , 114360 , 1600
1699 , 17144 , 679 , 114360 , 1609
1700 , 17140 , 671 , 114393 , 1567
1701 , 17093 , 673 , 114399 , 1608
1702 , 17058 , 663 , 114437 , 1619
1703 , 17042 , 681 , 114424 , 1652
1704 , 17022 , 669 , 114455 , 1678
1705 , 16972 , 672 , 114499 , 1701
1706 , 16963 , 683 , 114527 , 1699
1707 , 16993 , 675 , 114580 , 1653
1708 , 16982 , 678 , 114625 , 1623
1709 , 16940 , 698 , 114659 , 1623
1710 , 16973 , 678 , 114695 , 1581
1711 , 16962 , 701 , 114707 , 1565
1712 , 17001 , 696 , 114717 , 1535
1713 , 16961 , 706 , 114726 , 1541
1714 , 16992 , 680 , 114742 , 1517
1715 , 17034 , 686 , 114724 , 1474
1716 , 17040 , 677 , 114702 , 1492
1717 , 17034 , 665 , 114710 , 1503
1718 , 17041 , 667 , 114748 , 1458
1719 , 17070 , 666 , 114752 , 1426
1720 , 17100 , 668 , 114752 , 1386
1721 , 17127 , 672 , 114758 , 1331
1722 , 17184 , 670 , 114788 , 1221
1723 , 17234 , 667 , 114752 , 1193
1724 , 17288 , 664 , 114736 , 1147
1725 , 17318 , 674 , 114729 , 1102
1726 , 17355 , 675 , 114698 , 1082
1727 , 17374 , 684 , 114665 , 1065
1728 , 17421 , 678 , 114628 , 1060
1729 , 17422 , 677 , 114552 , 1111
1730 , 17447 , 676 , 114472 , 1155
1731 , 17423 , 677 , 114425 , 1207
1732 , 17402 , 670 , 114392 , 1257
1733 , 17352 , 667 , 114397 , 1313
1734 , 17380 , 651 , 114370 , 1319
1735 , 17329 , 660 , 114414 , 1310
1736 , 17353 , 665 , 114387 , 1312
1737 , 17374 , 646 , 114392 , 1295
1738 , 17382 , 647 , 114359 , 1329
1739 , 17412 , 648 , 114323 , 1333
1740 , 17392 , 665 , 114307 , 1350
1741 , 17397 , 681 , 114261 , 1377
1742 , 17388 , 685 , 114212 , 1424
1743 , 17383 , 676 , 114169 , 1466
1744 , 17350 , 683 , 114163 , 1491
1745 , 17317 , 678 , 114176 , 1518
1746 , 17315 , 669 , 114172 , 1531
1747 , 17318 , 679 , 114180 , 1507
1748 , 17335 , 690 , 114204 , 1452
1749 , 17356 , 705 , 114200 , 1424
1750 , 17405 , 714 , 114178 , 1377
1751 , 17398 , 715 , 114178 , 1372
1752 , 17428 , 709 , 114148 , 1368
1753 , 17467 , 715 , 114098 , 1357
1754 , 17484 , 718 , 114046 , 1354
1755 , 17542 , 719 , 113973 , 1349
1756 , 17538 , 716 , 113916 , 1378
1757 , 17564 , 735 , 113809 , 1426
1758 , 17594 , 725 , 113722 , 1454
1759 , 17613 , 730 , 113621 , 1500
1760 , 17635 , 723 , 113562 , 1529
1761 , 17631 , 735 , 113493 , 1571
1762 , 17648 , 748 , 113407 , 1605
1763 , 17662 , 751 , 113367 , 1608
1764 , 17701 , 733 , 113307 , 1638
1765 , 17660 , 741 , 113327 , 1627
1766 , 17695 , 741 , 113312 , 1610
1767 , 17686 , 731 , 113311 , 1604
1768 , 17710 , 731 , 113353 , 1531
1769 , 17726 , 721 , 113370 , 1509
1770 , 17742 , 736 , 113390 , 1464
1771 , 17753 , 738 , 113390 , 1458
1772 , 17749 , 743 , 113391 , 1448
1773 , 17705 , 736 , 113396 , 1491
1774 , 17690 , 737 , 113423 , 1486
1775 , 17649 , 737 , 113478 , 1472
1776 , 17635 , 725 , 113492 , 1500
1777 , 17584 , 717 , 113475 , 1580
1778 , 17570 , 704 , 113435 , 1653
1779 , 17567 , 716 , 113447 , 1638
1780 , 17526 , 712 , 113490 , 1643
1781 , 17505 , 700 , 113551 , 1620
1782 , 17515 , 702 , 113583 , 1581
1783 , 17451 , 706 , 113646 , 1586
1784 , 17436 , 692 , 113698 , 1583
1785 , 17405 , 683 , 113779 , 1565
1786 , 17396 , 675 , 113857 , 1517
1787 , 17364 , 688 , 113912 , 1508
1788 , 17367 , 692 , 113964 , 1461
1789 , 17405 , 692 , 113948 , 1458
1790 , 17396 , 699 , 113942 , 1466
1791 , 17404 , 678 , 113928 , 1490
1792 , 17410 , 672 , 113906 , 1503
1793 , 17381 , 678 , 113925 , 1497
1794 , 17384 , 686 , 113931 , 1490
1795 , 17388 , 679 , 113915 , 1509
1796 , 17371 , 674 , 113893 , 1545
1797 , 17368 , 669 , 113884 , 1568
1798 , 17309 , 675 , 113898 , 1606
1799 , 17346 , 660 , 113909 , 1583
1800 , 17320 , 668 , 113925 , 1591
1801 , 17347 , 661 , 113923 , 1559
1802 , 17343 , 666 , 113949 , 1547
1803 , 17368 , 669 , 113953 , 1525
1804 , 17398 , 682 , 113933 , 1499
1805 , 17428 , 679 , 113904 , 1475
1806 , 17452 , 686 , 113868 , 1467
1807 , 17469 , 686 , 113829 , 1478
1808 , 17489 , 667 , 113790 , 1501
1809 , 17460 , 675 , 113785 , 1532
1810 , 17463 , 683 , 113768 , 1551
1811 , 17426 , 691 , 113734 , 1627
1812 , 17428 , 688 , 113683 , 1672
1813 , 17372 , 704 , 113674 , 1725
1814 , 17367 , 696 , 113663 , 1757
1815 , 17342 , 706 , 113685 , 1753
1816 , 17384 , 694 , 113656 , 1763
1817 , 17337 , 703 , 113697 , 1748
1818 , 17369 , 693 , 113705 , 1752
1819 , 17382 , 679 , 113743 , 1711
1820 , 17368 , 680 , 113787 , 1692
1821 , 17420 , 678 , 113827 , 1619
1822 , 17437 , 672 , 113882 , 1540
1823 , 17473 , 672 , 113928 , 1469
1824 , 17489 , 682 , 113963 , 1414
1825 , 17502 , 687 , 113956 , 1398
1826 , 17537 , 699 , 113906 , 1392
1827 , 17630 , 692 , 113801 , 1384
1828 , 17594 , 710 , 113745 , 1428
1829 , 17609 , 702 , 113690 , 1449
1830 , 17605 , 710 , 113616 , 1512
1831 , 17562 , 719 , 113534 , 1615
1832 , 17551 , 719 , 113472 , 1689
1833 , 17530 , 712 , 113455 , 1740
1834 , 17520 , 718 , 113376 , 1825
1835 , 17475 , 715 , 113354 , 1893
1836 , 17443 , 725 , 113330 , 1947
1837 , 17422 , 729 , 113307 , 1980
1838 , 17453 , 708 , 113286 , 1979
1839 , 17409 , 714 , 113304 , 1995
1840 , 17415 , 707 , 113311 , 1974
1841 , 17370 , 733 , 113357 , 1952
1842 , 17410 , 719 , 113408 , 1865
1843 , 17405 , 742 , 113436 , 1821
1844 , 17410 , 739 , 113444 , 1812
1845 , 17449 , 720 , 113418 , 1778
1846 , 17448 , 739 , 113442 , 1726
1847 , 17491 , 733 , 113390 , 1728
1848 , 17482 , 727 , 113399 , 1703
1849 , 17489 , 725 , 113385 , 1688
1850 , 17480 , 719 , 113426 , 1652
1851 , 17498 , 699 , 113441 , 1627
1852 , 17504 , 686 , 113480 , 1587
1853 , 17525 , 675 , 113503 , 1552
1854 , 17539 , 678 , 113502 , 1542
1855 , 17565 , 665 , 113512 , 1513
1856 , 17573 , 669 , 113519 , 1497
1857 , 17605 , 661 , 113519 , 1477
1858 , 17602 , 661 , 113519 , 1476
1859 , 17615 , 646 , 113488 , 1501
1860 , 17616 , 645 , 113466 , 1519
1861 , 17613 , 659 , 113471 , 1510
1862 , 17644 , 661 , 113454 , 1494
1863 , 17648 , 657 , 113464 , 1460
1864 , 17657 , 664 , 113466 , 1437
1865 , 17689 , 665 , 113444 , 1424
1866 , 17659 , 669 , 113468 , 1423
1867 , 17667 , 670 , 113493 , 1396
1868 , 17674 , 674 , 113521 , 1363
1869 , 17684 , 684 , 113543 , 1324
1870 , 17714 , 684 , 113571 , 1272
1871 , 17767 , 680 , 113527 , 1260
1872 , 17782 , 694 , 113544 , 1210
1873 , 17821 , 699 , 113484 , 1230
1874 , 17847 , 706 , 113462 , 1198
1875 , 17905 , 702 , 113388 , 1203
1876 , 17895 , 722 , 113354 , 1211
1877 , 17925 , 724 , 113274 , 1234
1878 , 17935 , 735 , 113215 , 1259
1879 , 17930 , 744 , 113168 , 1294
1880 , 17928 , 745 , 113117 , 1326
1881 , 17960 , 734 , 113051 , 1348
1882 , 17959 , 730 , 113000 , 1384
1883 , 17961 , 728 , 112946 , 1424
1884 , 17960 , 730 , 112895 , 1464
1885 , 17998 , 723 , 112828 , 1486
1886 , 17971 , 730 , 112787 , 1534
1887 , 17953 , 747 , 112733 , 1582
1888 , 17955 , 738 , 112659 , 1650
1889 , 17923 , 737 , 112632 , 1710
1890 , 17905 , 743 , 112593 , 1764
1891 , 17883 , 752 , 112533 , 1839
1892 , 17887 , 741 , 112527 , 1852
1893 , 17894 , 731 , 112516 , 1862
1894 , 17875 , 732 , 112515 , 1892
1895 , 17843 , 720 , 112537 , 1909
1896 , 17797 , 708 , 112607 , 1910
1897 , 17709 , 705 , 112694 , 1939
1898 , 17670 , 698 , 112762 , 1947
1899 , 17574 , 694 , 112834 , 1996
1900 , 17486 , 697 , 112940 , 2002
1901 , 17409 , 684 , 113051 , 2006
1902 , 17420 , 663 , 113112 , 1998
1903 , 17367 , 659 , 113210 , 1990
1904 , 17344 , 651 , 113306 , 1949
1905 , 17354 , 648 , 113381 , 1891
1906 , 17340 , 646 , 113476 , 1834
1907 , 17329 , 649 , 113532 , 1801
1908 , 17340 , 661 , 113572 , 1781
1909 , 17406 , 646 , 113568 , 1743
1910 , 17380 , 662 , 113630 , 1688
1911 , 17397 , 649 , 113693 , 1631
1912 , 17422 , 664 , 113707 , 1602
1913 , 17416 , 668 , 113729 , 1597
1914 , 17467 , 661 , 113723 , 1537
1915 , 17484 , 667 , 113727 , 1489
1916 , 17529 , 660 , 113733 , 1451
1917 , 17552 , 667 , 113726 , 1424
1918 , 17582 , 671 , 113740 , 1361
1919 , 17614 , 674 , 113710 , 1371
1920 , 17613 , 693 , 113673 , 1378
1921 , 17625 , 695 , 113610 , 1403
1922 , 17673 , 682 , 113566 , 1392
1923 , 17682 , 703 , 113550 , 1362
1924 , 17738 , 715 , 113494 , 1326
1925 , 17847 , 703 , 113407 , 1271
1926 , 17890 , 707 , 113311 , 1276
1927 , 17873 , 721 , 113297 , 1279
1928 , 17918 , 718 , 113250 , 1264
1929 , 17955 , 726 , 113169 , 1283
1930 , 17986 , 732 , 113107 , 1298
1931 , 18018 , 730 , 113025 , 1338
1932 , 18000 , 737 , 112983 , 1356
1933 , 18035 , 722 , 112936 , 1376
1934 , 18002 , 744 , 112896 , 1419
1935 , 17987 , 745 , 112877 , 1441
1936 , 18015 , 733 , 112808 , 1485
1937 , 17996 , 748 , 112777 , 1508
1938 , 18044 , 747 , 112731 , 1489
1939 , 18018 , 760 , 112705 , 1513
1940 , 18030 , 747 , 112676 , 1518
1941 , 18016 , 759 , 112634 , 1564
1942 , 18000 , 780 , 112603 , 1595
1943 , 17994 , 783 , 112536 , 1667
1944 , 17985 , 787 , 112463 , 1750
1945 , 17956 , 797 , 112444 , 1777
1946 , 17983 , 784 , 112427 , 1764
1947 , 17981 , 776 , 112439 , 1754
1948 , 17976 , 782 , 112437 , 1750
1949 , 18008 , 766 , 112443 , 1713
1950 , 18008 , 759 , 112423 , 1736
1951 , 17985 , 749 , 112418 , 1775
1952 , 17952 , 747 , 112423 , 1793
1953 , 17907 , 748 , 112459 , 1812
1954 , 17875 , 731 , 112455 , 1878
1955 , 17781 , 729 , 112461 , 1973
1956 , 17724 , 726 , 112555 , 1967
1957 , 17699 , 712 , 112610 , 1995
1958 , 17627 , 705 , 112707 , 2012
1959 , 17596 , 697 , 112789 , 2001
1960 , 17589 , 690 , 112888 , 1947
1961 , 17571 , 697 , 113014 , 1848
1962 , 17565 , 700 , 113132 , 1765
1963 , 17515 , 706 , 113243 , 1720
1964 , 17531 , 684 , 113333 , 1659
1965 , 17511 , 700 , 113439 , 1579
1966 , 17520 , 699 , 113521 , 1509
1967 , 17529 , 707 , 113572 , 1449
1968 , 17534 , 698 , 113552 , 1468
1969 , 17527 , 700 , 113570 , 1448
1970 , 17499 , 702 , 113644 , 1398
1971 , 17525 , 684 , 113666 , 1363
1972 , 17513 , 671 , 113690 , 1371
1973 , 17525 , 657 , 113708 , 1356
1974 , 17507 , 649 , 113698 , 1389
1975 , 17521 , 647 , 113700 , 1375
1976 , 17498 , 634 , 113713 , 1393
1977 , 17509 , 621 , 113703 , 1422
1978 , 17450 , 628 , 113725 , 1453
1979 , 17440 , 620 , 113726 , 1484
1980 , 17421 , 609 , 113729 , 1526
1981 , 17411 , 601 , 113749 , 1534
1982 , 17374 , 608 , 113828 , 1505
1983 , 17342 , 615 , 113913 , 1461
1984 , 17361 , 620 , 113952 , 1409
1985 , 17372 , 623 , 113985 , 1377
1986 , 17385 , 621 , 113985 , 1376
